Program,Major,Title,Year,Abstract Keywords,Adviser
BSIT,N/A,THE DEVELOPMENT OF TA.LAGUNA: THE INTERARY TRAVEL PROGRESSIVE WEB APPLICATION,2022,"The developers developed a progressive web application system entitled ""The Development of Ta. Laguna: The itinerary Travel Progressive Web Application"". The system is a travel itinerary progressive web app designed for the tourism of Laguna. The developers created a progressive web application for traveling that is capable of managing the travel plans of the user. The user can register an account to access the system. To put it simply, user can pick destinations and the system will sum up all the fees on the chosen places. System can also provide direction for the user to easily know the best route for them. The system methodology consists of project design, which involves the outline of the system; Project Development, which includes the phrases of project development, and; Project Procedure which includes testing and evaluation methods and its results. The system was evaluated by five (5) IT professionals using ISO25010 to evaluate the functional stability, performance efficiency, compatibility, usability, reliability, security, maintainability of the system. It also evaluated by thirty-five (35) non-IT professionals using SUMI to evaluate the efficiency, affect, helpfulness, control, and learnability. In reference to the results of the conducted testing and evaluation, the developers were able to conclude that the objectives that they have set are achieved. The system obtained a total mean of 4.30 which interpret as ""Very Good"" on ISO25010 result. And in SUMI evaluation, the system achieved 91.8% of agree users that means the system have passed the software quality from the user's point of view.","MA. CONCEPCION R. REPALAM, MT"
BSIT,WEB AND MOBILE APPLICATION AND DEVELOPMENT ,THE DEVELOPMENT OF M'S PHILIPPINES LANGUAGE TRANSLATOR MOBILE APPLICATION,2022,"The project developed is a language converter app type called ""The Development of M'S Philippines Language Translator"" The study focuses on translating four Philippine languages namely, Tagalog, Cebuano, Hiligaynon, Ilocano to English and vice versa. Create a user-friendly, straightforward interface for a mobile application that the user can readily comprehend. The developers introduce an application that can help the user to have better communication and to prevent the misinterpretation between foreign and local people when they are talking. The project design uses a diagram that will show how the application works. In the project development the developers use a modified waterfall model to create the project the process will be split into different phases. The testing and evaluation. Five (5) IT experts and forty (40) non-IT experts tested and evaluated the project. ISO 25010 was used to test and evaluate the system's functionality, performance, scalability, compatibility, usability, portability, and dependability which are all important factors in software quality. SUMI or Software Usability Measurement Inventory was also used by the respondents to test and assess the system's efficacy, affect, usefulness, control, and learnability. The developers gather the result of ISO 25010 evaluation and it is stated that the overall project was excellent.","MA. CONCEPCION R. REPALAM, MT"
BSIT,N/A,KAEBIGAN: AN ANDROID APPLICATION CHATBOT WITH DAILY MOOD RECORDS AND PUSH NOTIFICATIONS FOR THE MENTAL HEALTH PROBLEMS OF COLLEGE STUDENTS USING APACHE CORDOVA,2022,"The project entitled ""KaEbigan: An android application chatbot with daily mood records and push notifications for mental health problem of college students using Apache Cordova"" deals in providing college students with mental health problem a platform to share and express what they feel. The main objective of the project is to design and develop KaEbigan, a mobile application for college students with mental health problem. It aims to develop a chatbot that can give advice, responds to user's problem, record their mood, report the average mood, and give notifications that give encouragement to college students. The Methodology of the project consist of the Project Design that contains the overview of the entire system, Project Development which is the Modified Waterfall that includes the six (6) phases of the development, Project Procedure that contains the Functional, Compatibility, Stress Testing and Software Usability Measurement Inventory with the ISO 25010 evaluation. The project was tested and evaluated by five (5) IT experts and thirty-five (35) non-IT respondents. ISO/IEC 25010 was used by the IT experts to evaluate the functionality, performance, compatibility, usability, reliability, security, maintainability, and portability of the application and SUMI for the Respondents to test the efficiency, affect, helpfulness, control, and leanability of the application. Based on the conducted testing and evaluation, developed application attained the objectives set by the developers. The developed project acquired an ISO/IEC 25010 evaluation scores of 4.46 which means the application is very good because it met all the required characteristics.","MA. CONCEPCION R. REPALAM, MT"
BSIT,N/A,PERSONAL QR DATA STORAGE FOR HEALTH AND MEDICAL ASSISTANCE,2022,"The developers created a blockchain technology-based application to hold medical records entitled ""Personal QR Data Storage for Health and Medical Assistance"" that can be accessed in a web browser or mobile phone. It is a system for managing the health records, prescriptions, and for medicines of the user. It is intended for people who have medical records to know and to control their medical data. The scope of the application is to hold all the patients records and medical history in a blockchain technology. It can generate a QR Code to share the doctor's prescription to the pharmacist, easy and hassle-free. The methodology used in the project is in Project Development is Spiral Model. The Testing Procedure is Functionality Testing for the links, storage and user. The Compatibility Testing for the different browsers and for the interface. And for Evaluation Procedure used System Usability Scale (SUS). The project was tested and evaluated by four (4) Doctors, six (6) Pharmacists and ninety (90) Respondents. SUS was used for the respondents to evaluate the usability of products and services. Based on the conducted testing and evaluation, the developed system attained the objectives set by the developers. The application got a total mean of 69. 58, equivalent in SUS grade of B which corresponds to the adjective rating about ""Good"", indicating that the participants are satisfied with the proposed system. The pharmacist has the highest level of agreement among the three types of users with the usability of the system with a mean SUS score of 78.33 was calculated which can be interpreted as Grade B or ""Good"". It was followed by the doctors with a mean SUS score of 71.25 was calculated which can be interpreted as Grade B or ""Good"". Then the patients with a mean SUS score of 68.97 was calculated which can be interpreted as Grade B or ""Good"".","MARCO JR. N. DEL ROSARIO, MIT"
BSIT,N/A,THE DEVELOPMENT OF OMA WEBSITE IN DOLORES QUEZON,2022,"The Municipal Agriculturist's Office in Dolores, Quezon, assists local farmers who want to expand their agricultural products. There are difficulties when using the manual process of managing local farmers' information as well as promoting local farmers' agricultural products in the Office of the Municipal Agriculturist in Dolores, Quezon. The developers were inspired by the challenges they encountered to create a system that would assist local farmers in advertising their products, monitoring crop development, and easily connecting farmers with traders. The methodology used was Modified Waterfall Model. The developed project has undergone functionality testing, compatibility testing, and Software Usability Measurement Inventory (SUMI). The ISO/IEC 25010 results are 4.40 from ten (10) IT Experts and 4.37 from forty (40) Non-IT respondents, both of which are interpreted as ""very good,"" indicating that the developed project is Functional, Efficient, Compatible, Usable, Reliable, and Secure. The conclusion of the development demonstrates that the project performs its stated functions and meets all of the developers' objectives. For further enhancement, when an announcement is made, such as a meeting, the developers recommended that the developed system send an automated message to the presidents of the associations and other local farmers. Moreover, the developed system can be more responsive when dealing with various platforms such as mobile devices, tablets, laptops, and computers. Furthermore, the developed system could be improved to make it easier to use and provide more functions, making it more beneficial to users, such as adding a feedback section and improving the dashboard to graph total members involved in the Office of the Municipal Agriculturist rather than total members involved in the Office of the Municipal Agriculturist.","JOESUA R. MANZANERO, MSIT"
BSIT,N/A,DEVELOPMENT OF RMM APPAREL OPERATING TRACKING & MONITORING SYSTEM,2022,"RMM Apparel Garments is a sewing factory that produces undergarments clothing products from well-known brochure brands in the Philippines such as Avon, Natasha, Personal Collection, MSE and other local brands. At present they are having problems on how to store important records regarding their production outputs. The objective of this study is to develop a tracking and monitoring system that will help them manage, monitor and track output per sewing operations of each worker. Modified waterfall model was adopted to design and develop the project. Testing procedures including checking of buttons and other controls, compatibility and Software Usability Measurement Inventory were conducted to assess the functionality, compatibility and usability of the developed project. Also, the project was evaluated by twenty-five (25) non-IT experts composed of workers in the company and ten (10) IT experts using ISO/IEC 25010. As a result, developers were able to conclude that the objectives specified are successfully accomplished and the developed project met all the expected result. The overall mean of the developed project yields a rating of 4.48 with verbal interpretation of Very Good. This means that evaluators agreed that the developed project met all the requirements under the ISO/IEC 25010.","WINCHELL CEAZAR R. DESAMERO, MSIT"
BSIT,N/A,E-BARANGAY NATIN - A WEB APPLICATION FOR LOCALIZED JUSTICE SYSTEM,2022,"Katarungang Pambarangay was introduced together with the Local Government Code of 1991. In almost two decades of its implementation, the complex process is still stuck in a more traditional way even in times of modernization. Citizens' participation to resolve issues are dependent on how they can be managed quickly. The proponents developed an Online Complaint Management System that can receive, process and schedule complaints according to the idea of Katarungang Pambarangay. The Project went under the Rapid Application Development wherein the proponents designed the system initially by planning substantial requirements, an iterative cycle of user design composed of prototyping, testing and refinement, construction and is finished through implementation. the system underwent Functionality, Browser and Usability Testing using Software Measurement and Usability Inventory and was evaluated using the International Standardization Organization 25010 instrument. With an average score of 4.39 interpreted as ""Very Good"" from the IT Practitioners who evaluated the system and supported the implementation of the project, the proponents were able to conclude that the project achieved its desired objectives with optimum functionality.","MARCO JR. N. DEL ROSARIO, MIT"
BSIT,N/A,VIRTUAL REALITY IN RESPIRATORY SYSTEM (VRRS),2022,"This study involves the development of an application called ""Virtual Reality in Respiratory System"" which can be used by students to learn the respiratory system thoroughly. The project was made to be used on Virtual Reality Goggles to allow students to focus on the topic rather than getting distracted by things on the internet and around them. The research was conducted due to the reason that some students have a hard time learning through books and modules because it doesn't spark their imagination. Modified Waterfall methodology was used in the development of the application. The developers have conducted multiple field tests to ensure that the application works as intended. The application was subjected to two types of testing, functionality testing and compatibility testing. Black box testing was used to test its functionality. The applications compatibility shows what Android versions the application will work on. 5 out of 6 versions show it is compatible with the application. The application was tested by 65 grade 5 students and 3 elementary teachers. The survey conducted on got a rating score of 6.3 which can also be interpreted as ""Agree"". It can be concluded that the developed application can help students in studying","MARCO JR. N. DEL ROSARIO, MIT"
BSIT,SERVICE MANAGEMENT PROGRAM,NAKAMA-CHART: A MOBILE GAME FOR LEARNING AND IMPROVING FLOWCHART CREARION SKILLS,2022,"In this study, the developers developed the app ""NAKAMA-chart"", a mobile E- Learning flowchart game. The project goal is to create a mobile app that could introduce new learners to flowcharts and help practice flowcharts for those who already know the subject. The development undergone data gathering. analysis, design, implementation, testing, and delivery of the final project. Communications with the team are needed to ensure no misunderstanding occurs during development. Testing procedures were conducted with the help of five IT experts and thirty-five non-IT to make sure the systems are evaluated properly. The evaluation from IT experts were comprised of functionality, performance and efficiency, compatibility, usability, reliability, and portability. The non-IT experts partook in the test of Efficiency, Affect, Helpfulness, Control, and Learnability for the evaluation. Based from the results of the tests and evaluations from the Five IT experts and 35 non-IT experts with the use of SUMI survey allowed the developers to gain insight into the user experience of the 35 participants. As for the evaluation of the five IT Experts, the NAKAMA charts had a score of 4.70 which is an excellent score. This means that the app quality was not just functional but is approved by experts. The results from were able to confirm that the developers were able to reach the goals for the app.","REYMAR V. MANALOTO, MSIT"
BSIT,N/A,THE DEVELOPMENT OF LIBRARY MANAGEMENT SYSTEM OF STA. LUCIA NATIONAL HIGH SCHOOL,2022,"The developers created a library management system for Sta. Lucia National High School that will help school librarian organize library process and transactions. This library management system can add, update, and delete books from the library as well as information of the users of the system. It can record and print reports of the library's inventory and transactions. The methodology of the project includes Project Design which contains the overview of the entire system, Project Development which contains the Modified Waterfall Model being used for the system, and the Project Procedure which contains the instruments used in performing the testing and evaluation methods. The developed project has undergone functionality testing, and Software Usability Measurement Inventory (SUMI). The result of evaluation procedure using ISO/IEC 25010 from ten (10) IT respondents and forty (40) non-IT respondents got a total mean of 4.06 from the non-IT respondents and a total mean of 3.92 from the IT Experts which is both interpreted as ""Very Good"". The conclusion of development shows that the project performs its stated functions and accomplished all of the objectives set by the developers. For further enhancement, it is recommended to make the system accessible online, generate and use QR code for collecting book information, make an alert/notification for librarians to track books that has not been returned, add pie chart graph for the dashboard, and add a fine calculator to calculate the fine for penalties.","JOANNE E. DE TORRES, MIT"
BSCS,N/A,THE DEVELOPMENT OF ASWANG TURN-BASED RPG USING GENETIC ALGORITHM IN UNITY GAME ENGINE,2022,"A role-playing game with a turn-based framework is known as a turn-based RPG. When it comes to gaming, though, an algorithm is required to solve a specific challenge. One of the algorithms that can be employed in the development of an RPG game is the Genetic Algorithm, it generates multiple ways to solve the problem. The research's major goal is to create a turn-based role-playing game that uses a genetic algorithm to match the player item statistics with enemy boss stats. The specific objectives of the study are to incorporating folklores and character from the Philippines, create an enemy Al that has designed based on mythical creatures that spawn randomly and drop items when defeated, create an enemy boss that is designed based on a Filipino persona and integrate genetic algorithm. Another specific objective is to Test and Evaluate Aswang Turn-based RPG using a testcase and evaluation framework. To fulfill these objectives, game development methodology life cycle was used to develop the game. In accordance to the major objective of the study, the researchers found out that genetic algorithm is effective on developing such genre of a game. Furthermore, the researchers concluded that genetic algorithm is a very flexible type of an algorithm, future researchers can be more creative upon using such wonderful framework. The researchers recommended to add statistics to further explore the components of genetic algorithm, also add the number of enemy bosses to check if the battle stats of the boss would still be balance. Keywords: Genetic Algorithm, Turn-based Role-playing Game, GDL","CATHERINE A. CASTILLO, MIT"
BSIT,N/A,THE DEVELOPMENT OF TABI-TABI: A TWO DIMENSIONAL MOBILE ADVENTURE GAME,2022,"The ""Tabi - Tabi"" project is a two-dimensional mobile game that teaches users about Filipino mythology. The project's main goal is to create a mobile application game that provides both knowledge and entertainment. Tabi-Tabi aims to highlight the importance of myths and stories in Filipino mythology. Tabi-Tabi's main functions are to play and learn at the same time. The game was created with the tool GDEVELOP, which is a cross-platform free and open-source game engine that focuses on producing PC, mobile, and web-based games. The spiral model was used as a software development methodology, and it was tested and evaluated using functionality testing, compatibility testing, and stress testing. The system's results are used to evaluate the function requirements, and all of the functions are checked. Despite the fact that the application can be used on mobile devices, the art sizes and design are more consistent.","MA. CONCEPCION R. REPALAM, MT"
BSIT,N/A,THE DEVELOPMENT OF APOIO VIRTUAL GUIDANCE SYSTEM FOR ASSESSMENT OF STUDENTS IN LAGUNA STATE POLYTECHNIC UNIVERSITY,2022,"The developers created a self-test web application entitled ""Apoio Virtual Guidance System for Assessment of Students in Laguna State Polytechnic University"" that can be applied in a laptop or a desktop computer. The scope of the developed website is to administer the Guidance Office's primary assessment through survey- like questionnaires. The system uses credible tests that are professionally-tailored for public consumption such as CES-D Stanford Version (Depression), GAD-7 Anxiety Severity and Perceived Stress Scale. The project was developed using modified waterfall model. The project was tested and evaluated by ten (10) IT Experts and forty (40) students from LSPU-SPCC as the Non-IT Participants. ISO 25010 was used by the experts to test and evaluate the functionality stability, performance efficiency, compatibility, usability, reliability and portability of the system and SUMI for the respondents to test and evaluate the efficiency, affect, helpfulness, control and learnability of the system. Based on the conducted testing and evaluation, developed system attained the objectives set by the developers. The application got a total mean of 4.48 from Non-IT and 3.99 from the IT Experts. This means that the developed project met all the required functionality and this can be used by the LSPU-SPCC Guidance Office to help their personnel in monitoring the students in the said campus.","JOANNA E. DE TORRES, MT"
BSIT,SERVICE MANAGEMENT PROGRAM,SENIOR CITIZEN RECORD MANAGEMENT SYSTEM FOR MSWD IN DOLOREZ QUEZON,2022,"This Capstone project entitled ""Senior Citizen Record Management System for MSWD in Dolores, Quezon"" is a record management system that can help the MSWD staffs to store and manage the senior citizen social pension program. The scope of the developed system is to add, view, update and delete information of senior citizen. It will serve as a repository of information of senior citizen applicants of social pension program. The interface of the system is very simple and the function also simple but yet it is very useful and user-friendly. The methodology of the project consists of the Project Design contains the overview of the entire system, Project Development that includes the phases of the development of the project, Project Procedure that contains the testing and evaluation methods and the results. The project was tested and evaluated by ten (10) IT Experts and thirty (30) Non IT experts. ISO 25010 was used by the IT and Non-IT experts to test and evaluate the functionality stability, performance efficiency, compatibility, usability, reliability and portability of the system and also Software Usability Measurement Inventory for the Non-IT respondents to test and evaluate the efficiency, affect, helpfulness, control and learnability of the system. Based from the conducted testing and evaluation, developed system attained the objectives set by the developers. The system got a total mean of 4.21 for the It experts and 4.59 for the Non-IT respondents.","JOESUA R. MANZANERO, MSIT"
BSIT,N/A,THE DEVELOPMENT OF WEB-BASED TRACKING MANAGEMENT SYSTEM FOR HYERI SERVICES,2022,"The Web-based Tracking Management System for Hyeri Services is developed to help them in providing real time updates to the customers about their package that is consolidated. It also helps them to easily transact with the customers. The customers can use the website in checking the services of Hyeri Services. They can avail the service of consolidating packages through the website. They can easily track their boxes by entering the corresponding tracking number of their box. The project is developed using the agile model. It underwent different types of testing such as functionality testing, browser compatibility testing and Software Usability Measurement Inventory (SUMI), where all the buttons are functioning properly, website runs on the browser smoothly and respondents agreed that the way the system information presented was clear and understandable and they can also act on the information provided by the software. It was also evaluated using ISO/IEC 25010 where the combined rating from IT and Non-IT respondents is 4.56 which means it is functional, efficient, compatible, usable, reliable, secured, maintainable and portable.","RONNEL A. DELA CRUZ, MSIT"
BSIT,N/A,THE DEVELOPMENT OF DOCUMENT TRACKING MANAGEMENT SYSTEM FOR THE REFINER'S CHRISTIAN SCHOOL,2022,"The developers created a document management and tracking system entitled ""The Development of Document Tracking Management System for The Refiner's Christian School."" The system is a web-based application that manages all the files used by every department in Refiner's. Basically, the core function of this system revolves around data tracking, management, storage and retrieval. With the integration of system, it seeks to help in document management, tracking, retrieval, distribution, and filing. The methodology used was Modified Waterfall Model that consists of six (6) phases namely: Requirement, Design, Development, Testing, Deployment, and Maintenance. The project was tested and evaluated by ten (10) IT experts and twenty-five (25) Non-IT respondents. ISO 25010 was used by the IT experts to test and evaluate functionality, performance, scalability, compatibility, usability, portability, reliability, security and maintainability of the system and SUMI for the respondents to test and evaluate the efficiency, affect, helpfulness, control, and learnability of the system. Based from the conducted testing and evaluation, developed system attained the objectives set by the developers. The document tracking management system got a total mean of 3.88 by the IT experts with interpretation of ""Very Good"" and got a total mean of 4.72 by the Non-IT experts with interpretation of ""Excellent.""","RONNEL A. DELA CRUZ, MSIT"
BSIT,N/A,"WATER BILLING MANAGEMENT SYSTEM WITH DUE DATE SMS NOTIFICATION FOR BRGY. POBLACION BURDEROS, QUEZON",2022,"Burdeos Water District (BURWADI) is a government-owned & Controlled Corporation that deals with routine manage clients' records and calculate bill reading. Every day at work, water district must deal with excessive amounts of information. Having no system and manually inputting data from a day-to-day basis is tedious and laborious. Burdeos Water Billing Management System is a web- based system that is intended for the admins at Burdeos Water District. The purpose of the project is to provide aid to the processes at the water district such as billing management, client's record management and SMS notification for the clients. This also aims to provide a convenient way of view billing records for clients. The developer adapted the Modified Waterfall Model as the project development methodology. As for the compatibility testing the application runs on Microsoft Edge, Mozilla Firefox, and Google Chrome. ISO 25010 was used by the developer to evaluate the Performance Efficiency, Compatibility, Usability, Reliability, Security, Maintainability, and Portability of the system. The series of testing shows that all modules and functions of the system work properly. This is supported by the evaluation of the system by ten (10) IT experts and thirty (30) non-IT respondents proving that the system functions perfectly with minimal problems.","RONNEL A. DELA CRUZ, MSIT"
BSIT,SERVICE MANAGEMENT PROGRAM,"THE DEVELOPMENT OF MUNICIPAL MEDICAL AND BURIAL ASSISTANCE INFORMATION SYSTEM FOR CALAUAN, LAGUNA",2022,"Calauan Municipality offers free operation services to all of its residents. They provide assistance such as burials, medical treatments for cataracts, cleft lip and palate, and Alis Bukol surgeries, help for single parents and people with disabilities. As a result, a big number of people have lined up to seek assistance. Residents from various barangays are waiting for social workers to assess their applications. The Development of Municipal Medical and Burial Assistance Information System for Calauan, Laguna is a web-based assistance information system that will help the Municipality in improving its financial assistance procedures. The project's key feature is its capacity to analyze and validate user applications to inspect and assess their data input. The application is developed using the iterative waterfall model, tested using functionality, compatibility, and software usability measurement inventory (SUMI) for its usability, and evaluated using ISO 25010. From the compatibility testing, the project runs on Google Chrome and Microsoft Edge browsers from Windows 7 to 10. The developed project received an ISO 25010 evaluation rating of 4.43 based on the combined rating of IT Experts and Non-IT respondents, indicating that the project's intended purpose has been met and that it can be used by residents of Calauan and Municipal Social Welfare and Development (MSWD) personnel to assist them in monitoring and granting assistance.","JENNELYN E. ESPINUEVA, MIT"
BSIT,SERVICE MANAGEMENT PROGRAM,THE DEVELOPMENT OF RED CROSS BLOOD BANK INFORMATION MANAGEMENT AND MONITORING SYSTEM IN SAN PABLO CITY,2022,"The Development of Red Cross Blood Bank Information Management and Monitoring System in San Pablo City is a web-based assistance information system. Designed to store, process, retrieve and analyze information concerned with the administrative and inventory management within a blood bank. The process of managing the blood bag that is received from the blood donation events needs a proper and systematic management. The blood bag must be handled with care and treated thoroughly as it is related to someone's life. The development of Web-based Blood Bank Management System (BBMS) is proposed to provide a management functional to the blood bank in order to handle the blood bag. Web-based Blood Donation Management System is a management system website that enables individuals who want to donate blood to help the needy. It also enables to record and store the data for people who want to communicate with them, and it also provides a centralized blood bank database. The application is developed using the Modified Waterfall Model enabling the team to define the entire project scope, create a complete schedule, and design the overall application. we test using a Functionality and Compatibility Testing and Software Usability Management Inventory, and evaluated using ISO 25010. From the compatibility testing, the system runs on Google Chrome and Microsoft Edge browsers from Windows 7 to 10. The series of testing shows that all modules and functions of the system work properly. This is supported by the evaluation of the system by ten (10) IT experts and twenty-five (30) non-IT respondents proving that the system functions perfectly with minimal problems.","WINCHELL CEAZAR R. DESAMERO, MSIT"
BSIT,SERVICE MANAGEMENT PROGRAM,THE DEVELOPMENT OF LOG MANAGEMENT SYSTEM FOR LSPU-SPCC LIBRARY,2022,"The capstone project entitled ""The Development of the Log Management System for LSPU-SPCC Library"" was developed to introduce a log management system in order to monitor the users such as students, faculty members, employees, and guests who are entering the library premises. Using this computerized approach, it will replace timesheets and logbooks as the main tool for logs collection. The Log Management System for LSPU-SPCC Library Department aims to be an effective tool and improve user experience in terms of logs collection. The interface contains buttons that responds to its corresponding functions make it simpler and more understandable for its users. The methodology used was Modified Waterfall Model. The developed project has undergone functionality testing, compatibility testing, and usability testing using Software Usability Measurement Inventory (SUMI). As for the result of the evaluation procedure using ISO/IEC 25010, IT experts rated the system 3.94 while non-IT respondents rated the system 4.56 both interpreted as ""Very Good"" which means that the developed project is functional, efficient, compatible, usable, reliable, and secure. The conclusion for the developed system shows that the project performs its stated functions and accomplished all of the objectives set by the developers.","JOANNA E. DE TORRES, MIT"
BSIT,SERVICE MANAGEMENT PROGRAM,"E-REPORTMO: THE DEVELOPMENT OF COMPLAINT MANAGEMENT SYSTEM FRO RRIZAL, LAGUNA",2022,"The project entitled ""E-ReportMo"" deals with helping the residents of Municipality of Rizal, Laguna in raising their complaints. The main objective of this project is to design and develop a project to help the residents of Rizal, Laguna to report a complaint, track the status of the complaint and message the administrator of the municipality through the chat bot features. The project was developed using modified waterfall model. It was examined through conducting functionality, device and browser testing and usability types of testing. Also, it was evaluated using ISO/IEC 25010. As a result, all the expected results were all met and properly working according to their functions and was compatible with Android v.6.0 Marshmallow to Android v.10. In iOS 13.1.3 and can be best viewed in Google Chrome browser. And the project obtained an overall mean of 4.53 from Non-IT and 4.24 from the IT Experts. This means that the developed project met all the required functionality and this can be used by the residents and administrator of Rizal, Laguna to assist them in reporting a complaint.","JENNELYN E. ESPINUEVA, MIT"
BSIT,N/A,AUTOMATED ENTRANCE EXAMINATION,2022,"This study showcases a project that will aid Kintner Christian Academy (KCA) in the Entrance Examination by means of integrating an entrance exam system which aims to provide an alternative to the traditional pen-and-paper examination. Basically, the system's purpose is similar to the traditional examination. The only difference is the methodology on how the students will partake the exam. In this research, the students will be answering the test questions using a computer where the entrance examination system is installed. The system is made using HTML and CSS with the added functionalities of PHP. The system uses database as the primary storage for all the necessary information such as the student's profile, temporary ID, test questions, and the results. The research also aims to know whether the system is feasible or not by conducting several test and dry runs to selected students and faculties and gathering feedbacks. The research pinpoints the usability, reliability and security of the system and whether it can be applied in the long run for the next school year for Entrance Examination.","MA. CONCEPCION R. REPALAM, MIT"
BSIT,N/A,THE DEVELOPMENT OF SALES AND INVENTORY SYSTEM FOR LAGUNA SOUTH STAR BUILDERS,2022,"Sales and Inventory System is a web based system developed for Laguna South Star Builders. The main objective of the study is to design and develop a web based system that will help Laguna South Star Builders hardware to manage and track their sales and inventory. The project aims to help make a report of daily, monthly, and yearly sales, inventory report, and accurate product information. The web based system is developed using the Modified Waterfall Software Development Life Cycle Model, tested using an adaptation of the Software Usability Management Inventory and evaluated using an adaptation of ISO/IEC 25010. From the compatibility testing, the web based system runs on Chrome. With the combined scores from the IT Experts and Non-IT correspondents, the developed project acquired an ISO/IEC 25010 evaluation score of 4.55 which means the respondents generally agree that the application is functional, reliable, usable, efficient, maintainable, and portable.","RONNEL A. DELA CRUZ, MSIT"
BSIT,N/A,RESERVATICA: THE DEVELOPMENT OF LSPU-SPCC UNIVERSITY HOSTEL ONLINE RESERVATION AND BILLING SYSTEM,2022,"The project entitled ""RESERVATICA: The Development of LSPU- SPCC University Hostel Online Reservation and Billing System"" aimed to provide an online reservation and billing system for the process of LSPU- SPCC University Hostel. The system has five (5) modules such as: Status, Reservation, Guests, Management and Records where only the administrator has the right to access. The beneficiaries of the developed system are College of Hotel Management and Tourism (CHMT), CHMT students, customers and future researchers. The developers used iterative waterfall model as the methodology for the project development. The project was designed and developed using software applications such as HTML, PHP, JavaScript and MySQL. Also, the system was tested using W3C compliance regarding its web accessibility and validity for CSS and HTML. The developed system was assessed by nine (9) College of Hospitality Management and Tourism (CHMT) Instructors and twenty-one (21) non-IT experts using the Software Usability Measurement Inventory (SUMI) and was evaluated by five (5) IT experts and twenty-five (25) non-IT using ISO 9126 instrument. The over-all result of the general evaluation from five (5) IT experts was 3.56 which fall under the descriptive rating of ""Very Good"" which means that IT experts convinced with the performance of the system while the over-all result of general evaluation from twenty-five (25) Non-IT experts was 4.05 which verbally interpreted as ""Very Good"" which means that the Non-IT experts were satisfied while using the system.","JENNELYN E. ESPINUEVA, MIT"
BSIT,N/A,THE  DEVELOPMENT OF WEB APPLICATION IN PUBLIC ASSISTANCE PROGRAM OF CONG. SOL ARAGONES,2022,"The Developers developed a web-based management and information system type called ""The Development of Online Submission of Requirements for Ms. Sol Aragones At Balagtas San Pablo City. ""The study focuses on Ms. Sol Aragones's public assistance program process, which has the issue of an absence of an effective system that applicants can access online and that makes the work of the personnel monitoring the files easier. The developers introduced a web- based system that can helps to improve the public assistance request in the office of Ms. Sol Aragones at Balagtas San Pablo City. The methodology of the project consists of the Project Design contains the overview of the entire system, Project Development that includes the phases of the development of the project, Project Procedure that contains the testing and evaluation methods and the results. The project was tested and evaluated by ten (10) IT experts and thirty (30) Non-IT respondents. ISO 25010 was used by the IT experts to test and evaluate functionality, performance, scalability, compatibility, usability, portability, reliability, security and maintainability of the system and SUMI for the respondents to test and evaluate the efficiency, affect, helpfulness, control, and learnability of the system. Based from the conducted testing and evaluation, developed system attained the objectives set by the developers. The monitoring and transaction fees system got a total mean of 4.08 by the IT experts and got a total mean of 4.40 by the Non-IT experts which is equivalent to great system.","WINCHELL CEAZAR R. DESAMERO, MSIT"
BSIT,N/A,DEVELOPMENT OF USAP: A WEB-BASED CHATBOT APPLICATION USING AI AND NLP FOR LSPU-SPCC,2022,"University Service Assistance Provider or USAP is a web-based application chatbot that is intended for the student and non-student of LSPU-SPCC. It is designed to serve as student virtual assistant in acquiring the different services offered by the university as well as to help them be familiarized about the admission transactions, enrolment procedures, requirements, courses and other facilities available. The project was developed using the Modified Waterfall Model. The methodology consists of project design that contains the overview of the entire system, project development that includes the phases for the project development and project procedure that contains the testing and evaluation methods and results. SUMI was used to test the functionality, compatibility and usability of the project. As for the compatibility testing it runs best on Microsoft Edge and Google Chrome. As for the evaluation, ISO/IEC 25010 was used to evaluate the functionality stability, performance efficiency, compatibility, usability, reliability and portability of the project. The evaluation was assessed by ten (10) IT Experts composed of web researcher, programmer, software developer, system analyst and thirty (30) Non-IT respondents composed of students from different colleges at LSPU-SPCC and non-students that are interested in the university admission. The developed project acquired a total rating of 4.37 from Non-IT respondents and 4.34 from IT Experts that is equivalent to ""Very Good"" which means that chatbot USAP is a useful virtual assistant that can help the users of LSPU-SPCC in acquiring certain services in the university.","JENNELYN E. ESPINUEVA, MIT"
BSIT,SERVICE MANAGEMENT PROGRAM,THE DEVELOPMENT OF BAMBOO INN MOTEL RESERVATION AND BILLING SYSTEM,2022,"Bamboo Inn Motel is an establishment that is providing services such as temporary accommodation for all customers. The establishment services are having shuffled files due to their manual method, as well as confusion of the availability of the rooms and mixed-up receipts. The developed system will establish assistance in managing task by facilitating an application transaction such as check in, check out, reserving a room, booking a room generates a daily, weekly and monthly reports and also exclusive dates for loss Items as well as managing a room, guests, room types, users, add-ons and discounts and back up restore to recover data files. The application is developed using a Modified Water Model approach. The developed system used Functionality Testing, Comapatibility Testing, Software Usability Management Inventory (SUMI) and evaluated using an adaptation of ISO/IEC 25010. With the combined scores from the IT Experts and Non-IT correspondents, the developed project acquired an ISO/IEC 25010 evaluation results of 3.84 which means the respondents generally agree that the application is functional, reliable, usable, efficient, maintainable, and portable.","RONNEL A. DELA CRUZ, MSIT"
